~ElapsedTime,"Traffic Item 1:Tx Frames","Traffic Item 1:Rx Frames","Traffic Item 1:Frames Delta","Traffic Item 1:Loss %","Traffic Item 1:Tx Frame Rate","Traffic Item 1:Rx Frame Rate","Traffic Item 1:Tx L1 Rate (bps)","Traffic Item 1:Rx L1 Rate (bps)","Traffic Item 1:Rx Bytes","Traffic Item 1:Tx Rate (Bps)","Traffic Item 1:Rx Rate (Bps)","Traffic Item 1:Tx Rate (bps)","Traffic Item 1:Rx Rate (bps)","Traffic Item 1:Tx Rate (Kbps)","Traffic Item 1:Rx Rate (Kbps)","Traffic Item 1:Tx Rate (Mbps)","Traffic Item 1:Rx Rate (Mbps)","Traffic Item 1:Store-Forward Avg Latency (ns)","Traffic Item 1:Store-Forward Min Latency (ns)","Traffic Item 1:Store-Forward Max Latency (ns)","Traffic Item 1:First TimeStamp","Traffic Item 1:Last TimeStamp","Traffic Item 1:Dead Flow","Traffic Item 1:Formatted Timestamp"
386,3140966908,659892004,2481074904,78.991,9134616.000,2709655.000,38000002560.000,11272164800.000,329946002000,4567308000.000,1354827500.000,36538464000.000,10838620000.000,36538464.000,10838620.000,36538.464,10838.620,10286762,214722,458706690,467295842,344320290562,0,"6:26"
388,3159236140,665351371,2493884769,78.939,9134616.000,2729683.500,38000002560.000,11355483360.000,332675685500,4567308000.000,1364841750.000,36538464000.000,10918734000.000,36538464.000,10918734.000,36538.464,10918.734,10261597,214722,458706690,467295842,346320290585,0,"6:28"
390,3177505368,670804232,2506701136,78.889,9134614.000,2726430.500,37999994240.000,11341950880.000,335402116000,4567307000.000,1363215250.000,36538456000.000,10905722000.000,36538456.000,10905722.000,36538.456,10905.722,10236945,214722,458706690,467295842,348320290202,0,"6:30"
392,3195774600,676274797,2519499803,78.838,9134616.000,2735282.500,38000002560.000,11378775200.000,338137398500,4567308000.000,1367641250.000,36538464000.000,10941130000.000,36538464.000,10941130.000,36538.464,10941.130,10212400,214722,458706690,467295842,350320290537,0,"6:32"
394,3214043832,681614238,2532429594,78.793,9134616.000,2669720.500,38000002560.000,11106037280.000,340807119000,4567308000.000,1334860250.000,36538464000.000,10678882000.000,36538464.000,10678882.000,36538.464,10678.882,10190245,214722,458706690,467295842,352320290117,0,"6:34"
396,3232313064,687075191,2545237873,78.744,9134616.000,2730476.500,38000002560.000,11358782240.000,343537595500,4567308000.000,1365238250.000,36538464000.000,10921906000.000,36538464.000,10921906.000,36538.464,10921.906,10166622,214722,458706690,467295842,354320290235,0,"6:36"
398,3250582296,692503214,2558079082,78.696,9134616.000,2714011.500,38000002560.000,11290287840.000,346251607000,4567308000.000,1357005750.000,36538464000.000,10856046000.000,36538464.000,10856046.000,36538.464,10856.046,10143850,214722,458706690,467295842,356320290582,0,"6:38"
400,3268851524,697962976,2570888548,78.648,9134614.000,2729881.000,37999994240.000,11356304960.000,348981488000,4567307000.000,1364940500.000,36538456000.000,10919524000.000,36538456.000,10919524.000,36538.456,10919.524,10120973,214722,458706690,467295842,358320290527,0,"6:40"
402,3287120756,703449453,2583671303,78.600,9134616.000,2743238.500,38000002560.000,11411872160.000,351724726500,4567308000.000,1371619250.000,36538464000.000,10972954000.000,36538464.000,10972954.000,36538.464,10972.954,10098071,214722,458706690,467295842,360320290025,0,"6:42"
404,3305389988,708884421,2596505567,78.554,9134616.000,2717484.000,38000002560.000,11304733440.000,354442210500,4567308000.000,1358742000.000,36538464000.000,10869936000.000,36538464.000,10869936.000,36538.464,10869.936,10076255,214722,458706690,467295842,362320290085,0,"6:44"
406,3323659220,714365659,2609293561,78.507,9134616.000,2740619.000,38000002560.000,11400975040.000,357182829500,4567308000.000,1370309500.000,36538464000.000,10962476000.000,36538464.000,10962476.000,36538.464,10962.476,10054123,214722,458706690,467295842,364320290440,0,"6:46"
408,3341928452,719832828,2622095624,78.461,9134616.000,2733584.500,38000002560.000,11371711520.000,359916414000,4567308000.000,1366792250.000,36538464000.000,10934338000.000,36538464.000,10934338.000,36538.464,10934.338,10032511,214722,458706690,467295842,366320290520,0,"6:48"
410,3360197680,725261977,2634935703,78.416,9134614.000,2714574.500,37999994240.000,11292629920.000,362630988500,4567307000.000,1357287250.000,36538456000.000,10858298000.000,36538456.000,10858298.000,36538.456,10858.298,10011755,214722,458706690,467295842,368320290545,0,"6:50"
412,3378466912,730732147,2647734765,78.371,9134616.000,2735085.000,38000002560.000,11377953600.000,365366073500,4567308000.000,1367542500.000,36538464000.000,10940340000.000,36538464.000,10940340.000,36538.464,10940.340,9990754,214722,458706690,467295842,370320289277,0,"6:52"
414,3396736144,736122944,2660613200,78.329,9134616.000,2695398.500,38000002560.000,11212857760.000,368061472000,4567308000.000,1347699250.000,36538464000.000,10781594000.000,36538464.000,10781594.000,36538.464,10781.594,9971140,214722,458706690,467295842,372320290557,0,"6:54"
416,3415005376,741566738,2673438638,78.285,9134616.000,2721897.000,38000002560.000,11323091520.000,370783369000,4567308000.000,1360948500.000,36538464000.000,10887588000.000,36538464.000,10887588.000,36538.464,10887.588,9951098,214722,458706690,467295842,374320289110,0,"6:56"
418,3433274608,747024563,2686250045,78.242,9134616.000,2728912.500,38000002560.000,11352276000.000,373512281500,4567308000.000,1364456250.000,36538464000.000,10915650000.000,36538464.000,10915650.000,36538.464,10915.650,9931159,214722,458706690,467295842,376320290482,0,"6:58"
420,3451543836,752506455,2699037381,78.198,9134614.000,2740946.000,37999994240.000,11402335360.000,376253227500,4567307000.000,1370473000.000,36538456000.000,10963784000.000,36538456.000,10963784.000,36538.456,10963.784,9911192,214722,458706690,467295842,378320290337,0,"7:00"
422,3469813068,758006640,2711806428,78.154,9134616.000,2750092.500,38000002560.000,11440384800.000,379003320000,4567308000.000,1375046250.000,36538464000.000,11000370000.000,36538464.000,11000370.000,36538.464,11000.370,9891276,214722,458706690,467295842,380320290560,0,"7:02"
424,3488082300,763536444,2724545856,78.110,9134616.000,2764902.000,38000002560.000,11501992320.000,381768222000,4567308000.000,1382451000.000,36538464000.000,11059608000.000,36538464.000,11059608.000,36538.464,11059.608,9871260,214722,458706690,467295842,382320290360,0,"7:04"
426,3506351532,769067718,2737283814,78.066,9134616.000,2765637.000,38000002560.000,11505049920.000,384533859000,4567308000.000,1382818500.000,36538464000.000,11062548000.000,36538464.000,11062548.000,36538.464,11062.548,9851530,214722,458706690,467295842,384320290032,0,"7:06"
428,3524620764,774523599,2750097165,78.025,9134616.000,2727940.500,38000002560.000,11348232480.000,387261799500,4567308000.000,1363970250.000,36538464000.000,10911762000.000,36538464.000,10911762.000,36538.464,10911.762,9833018,214722,458706690,467295842,386320290250,0,"7:08"
430,3542889992,780002035,2762887957,77.984,9134614.000,2739218.000,37999994240.000,11395146880.000,390001017500,4567307000.000,1369609000.000,36538456000.000,10956872000.000,36538456.000,10956872.000,36538.456,10956.872,9814620,214722,458706690,467295842,388320290467,0,"7:10"
432,3561159224,785518913,2775640311,77.942,9134616.000,2758439.000,38000002560.000,11475106240.000,392759456500,4567308000.000,1379219500.000,36538464000.000,11033756000.000,36538464.000,11033756.000,36538.464,11033.756,9795868,214722,458706690,467295842,390320289922,0,"7:12"
434,3579428456,791005700,2788422756,77.901,9134616.000,2743393.500,38000002560.000,11412516960.000,395502850000,4567308000.000,1371696750.000,36538464000.000,10973574000.000,36538464.000,10973574.000,36538.464,10973.574,9777751,214722,458706690,467295842,392320290547,0,"7:14"
436,3597697688,796366416,2801331272,77.865,9134616.000,2680358.000,38000002560.000,11150289280.000,398183208000,4567308000.000,1340179000.000,36538464000.000,10721432000.000,36538464.000,10721432.000,36538.464,10721.432,9761769,214722,458706690,467295842,394320289940,0,"7:16"
438,3615966920,801781019,2814185901,77.827,9134616.000,2707301.500,38000002560.000,11262374240.000,400890509500,4567308000.000,1353650750.000,36538464000.000,10829206000.000,36538464.000,10829206.000,36538.464,10829.206,9745162,214722,458706690,467295842,396320290470,0,"7:18"
440,3634236148,807253622,2826982526,77.788,9134614.000,2736301.500,37999994240.000,11383014240.000,403626811000,4567307000.000,1368150750.000,36538456000.000,10945206000.000,36538456.000,10945206.000,36538.456,10945.206,9727922,214722,458706690,467295842,398320290575,0,"7:20"
442,3652505380,812693890,2839811490,77.750,9134616.000,2720134.000,38000002560.000,11315757440.000,406346945000,4567308000.000,1360067000.000,36538464000.000,10880536000.000,36538464.000,10880536.000,36538.464,10880.536,9711306,214722,458706690,467295842,400320289302,0,"7:22"
444,3670774612,818117158,2852657454,77.713,9134616.000,2711634.000,38000002560.000,11280397440.000,409058579000,4567308000.000,1355817000.000,36538464000.000,10846536000.000,36538464.000,10846536.000,36538.464,10846.536,9695103,214722,458706690,467295842,402320290375,0,"7:24"
446,3689043844,823657178,2865386666,77.673,9134616.000,2770010.000,38000002560.000,11523241600.000,411828589000,4567308000.000,1385005000.000,36538464000.000,11080040000.000,36538464.000,11080040.000,36538.464,11080.040,9677762,214722,458706690,467295842,404320290315,0,"7:26"
448,3707313076,829123597,2878189479,77.635,9134616.000,2733209.500,38000002560.000,11370151520.000,414561798500,4567308000.000,1366604750.000,36538464000.000,10932838000.000,36538464.000,10932838.000,36538.464,10932.838,9661495,214722,458706690,467295842,406320290550,0,"7:28"
450,3725582304,834629130,2890953174,77.597,9134614.000,2752766.500,37999994240.000,11451508640.000,417314565000,4567307000.000,1376383250.000,36538456000.000,11011066000.000,36538456.000,11011066.000,36538.456,11011.066,9644993,214722,458706690,467295842,408320290180,0,"7:30"
452,3743851536,840094048,2903757488,77.561,9134616.000,2732459.000,38000002560.000,11367029440.000,420047024000,4567308000.000,1366229500.000,36538464000.000,10929836000.000,36538464.000,10929836.000,36538.464,10929.836,9629172,214722,458706690,467295842,410320290522,0,"7:32"
454,3762120768,845619755,2916501013,77.523,9134616.000,2762853.500,38000002560.000,11493470560.000,422809877500,4567308000.000,1381426750.000,36538464000.000,11051414000.000,36538464.000,11051414.000,36538.464,11051.414,9612859,214722,458706690,467295842,412320290420,0,"7:34"
456,3780390000,851074432,2929315568,77.487,9134616.000,2727338.500,38000002560.000,11345728160.000,425537216000,4567308000.000,1363669250.000,36538464000.000,10909354000.000,36538464.000,10909354.000,36538.464,10909.354,9597564,214722,458706690,467295842,414320289627,0,"7:36"
458,3798659232,856461121,2942198111,77.454,9134616.000,2693344.500,38000002560.000,11204313120.000,428230560500,4567308000.000,1346672250.000,36538464000.000,10773378000.000,36538464.000,10773378.000,36538.464,10773.378,9583224,214722,458706690,467295842,416320290595,0,"7:38"
460,3816928460,861917440,2955011020,77.419,9134614.000,2728159.500,37999994240.000,11349143520.000,430958720000,4567307000.000,1364079750.000,36538456000.000,10912638000.000,36538456.000,10912638.000,36538.456,10912.638,9568286,214722,458706690,467295842,418320290525,0,"7:40"
462,3835197692,867383956,2967813736,77.384,9134616.000,2733258.000,38000002560.000,11370353280.000,433691978000,4567308000.000,1366629000.000,36538464000.000,10933032000.000,36538464.000,10933032.000,36538.464,10933.032,9553429,214722,458706690,467295842,420320290585,0,"7:42"
464,3853466924,872857969,2980608955,77.349,9134616.000,2737006.500,38000002560.000,11385947040.000,436428984500,4567308000.000,1368503250.000,36538464000.000,10948026000.000,36538464.000,10948026.000,36538.464,10948.026,9538673,214722,458706690,467295842,422320290205,0,"7:44"
466,3871736156,878323958,2993412198,77.314,9134616.000,2732994.500,38000002560.000,11369257120.000,439161979000,4567308000.000,1366497250.000,36538464000.000,10931978000.000,36538464.000,10931978.000,36538.464,10931.978,9524188,214722,458706690,467295842,424320289877,0,"7:46"
468,3890005388,883783366,3006222022,77.281,9134616.000,2729704.000,38000002560.000,11355568640.000,441891683000,4567308000.000,1364852000.000,36538464000.000,10918816000.000,36538464.000,10918816.000,36538.464,10918.816,9509956,214722,458706690,467295842,426320290555,0,"7:48"
470,3908274616,889218909,3019055707,77.248,9134614.000,2717771.500,37999994240.000,11305929440.000,444609454500,4567307000.000,1358885750.000,36538456000.000,10871086000.000,36538456.000,10871086.000,36538.456,10871.086,9496147,214722,458706690,467295842,428320290145,0,"7:50"
472,3926543848,894723820,3031820028,77.213,9134616.000,2752455.500,38000002560.000,11450214880.000,447361910000,4567308000.000,1376227750.000,36538464000.000,11009822000.000,36538464.000,11009822.000,36538.464,11009.822,9481770,214722,458706690,467295842,430320290487,0,"7:52"
474,3944813080,900153343,3044659737,77.181,9134616.000,2714761.500,38000002560.000,11293407840.000,450076671500,4567308000.000,1357380750.000,36538464000.000,10859046000.000,36538464.000,10859046.000,36538.464,10859.046,9468373,214722,458706690,467295842,432320290592,0,"7:54"
476,3963082312,905596461,3057485851,77.149,9134616.000,2721559.000,38000002560.000,11321685440.000,452798230500,4567308000.000,1360779500.000,36538464000.000,10886236000.000,36538464.000,10886236.000,36538.464,10886.236,9454988,214722,458706690,467295842,434320289970,0,"7:56"
478,3981351544,910992250,3070359294,77.119,9134616.000,2697894.500,38000002560.000,11223241120.000,455496125000,4567308000.000,1348947250.000,36538464000.000,10791578000.000,36538464.000,10791578.000,36538.464,10791.578,9442246,214722,458706690,467295842,436320290517,0,"7:58"
480,3999620772,916531881,3083088891,77.085,9134614.000,2769815.500,37999994240.000,11522432480.000,458265940500,4567307000.000,1384907750.000,36538456000.000,11079262000.000,36538456.000,11079262.000,36538.456,11079.262,9428187,214722,458706690,467295842,438320290160,0,"8:00"
482,4017890004,921861419,3096028585,77.056,9134616.000,2664769.000,38000002560.000,11085439040.000,460930709500,4567308000.000,1332384500.000,36538464000.000,10659076000.000,36538464.000,10659076.000,36538.464,10659.076,9416438,214722,458706690,467295842,440320290502,0,"8:02"
484,4036159236,927265919,3108893317,77.026,9134616.000,2702250.000,38000002560.000,11241360000.000,463632959500,4567308000.000,1351125000.000,36538464000.000,10809000000.000,36538464.000,10809000.000,36538.464,10809.000,9404063,214722,458706690,467295842,442320290245,0,"8:04"
486,4054428468,932736033,3121692435,76.995,9134616.000,2735057.000,38000002560.000,11377837120.000,466368016500,4567308000.000,1367528500.000,36538464000.000,10940228000.000,36538464.000,10940228.000,36538.464,10940.228,9391171,214722,458706690,467295842,444320290477,0,"8:06"
488,4072697700,938153309,3134544391,76.965,9134616.000,2708638.000,38000002560.000,11267934080.000,469076654500,4567308000.000,1354319000.000,36538464000.000,10834552000.000,36538464.000,10834552.000,36538.464,10834.552,9378962,214722,458706690,467295842,446320290400,0,"8:08"
490,4090966928,943625498,3147341430,76.934,9134614.000,2736094.500,37999994240.000,11382153120.000,471812749000,4567307000.000,1368047250.000,36538456000.000,10944378000.000,36538456.000,10944378.000,36538.456,10944.378,9366338,214722,458706690,467295842,448320289780,0,"8:10"
492,4109236160,949084401,3160151759,76.904,9134616.000,2729451.500,38000002560.000,11354518240.000,474542200500,4567308000.000,1364725750.000,36538464000.000,10917806000.000,36538464.000,10917806.000,36538.464,10917.806,9353991,214722,458706690,467295842,450320290475,0,"8:12"
494,4127505392,954468887,3173036505,76.875,9134616.000,2692243.000,38000002560.000,11199730880.000,477234443500,4567308000.000,1346121500.000,36538464000.000,10768972000.000,36538464.000,10768972.000,36538.464,10768.972,9342523,214722,458706690,467295842,452320290542,0,"8:14"
496,4145774624,960008443,3185766181,76.844,9134616.000,2769778.000,38000002560.000,11522276480.000,480004221500,4567308000.000,1384889000.000,36538464000.000,11079112000.000,36538464.000,11079112.000,36538.464,11079.112,9329673,214722,458706690,467295842,454320290555,0,"8:16"
498,4164043856,965464201,3198579655,76.814,9134616.000,2727879.000,38000002560.000,11347976640.000,482732100500,4567308000.000,1363939500.000,36538464000.000,10911516000.000,36538464.000,10911516.000,36538.464,10911.516,9317777,214722,458706690,467295842,456320290362,0,"8:18"
500,4182313084,970757983,3211555101,76.789,9134614.000,2646891.000,37999994240.000,11011066560.000,485378991500,4567307000.000,1323445500.000,36538456000.000,10587564000.000,36538456.000,10587564.000,36538.456,10587.564,9307817,214722,458706690,467295842,458320290152,0,"8:20"
502,4200582316,976223733,3224358583,76.760,9134616.000,2732875.000,38000002560.000,11368760000.000,488111866500,4567308000.000,1366437500.000,36538464000.000,10931500000.000,36538464.000,10931500.000,36538.464,10931.500,9296077,214722,458706690,467295842,460320289765,0,"8:22"
504,4218851548,981605140,3237246408,76.733,9134616.000,2690703.500,38000002560.000,11193326560.000,490802570000,4567308000.000,1345351750.000,36538464000.000,10762814000.000,36538464.000,10762814.000,36538.464,10762.814,9285267,214722,458706690,467295842,462320289895,0,"8:24"
506,4237120780,987097285,3250023495,76.704,9134616.000,2746072.500,38000002560.000,11423661600.000,493548642500,4567308000.000,1373036250.000,36538464000.000,10984290000.000,36538464.000,10984290.000,36538.464,10984.290,9273544,214722,458706690,467295842,464320289890,0,"8:26"
508,4255390012,992533733,3262856279,76.676,9134616.000,2718224.000,38000002560.000,11307811840.000,496266866500,4567308000.000,1359112000.000,36538464000.000,10872896000.000,36538464.000,10872896.000,36538.464,10872.896,9262467,214722,458706690,467295842,466320290350,0,"8:28"
510,4273659240,997976553,3275682687,76.648,9134614.000,2721410.000,37999994240.000,11321065600.000,498988276500,4567307000.000,1360705000.000,36538456000.000,10885640000.000,36538456.000,10885640.000,36538.456,10885.640,9251440,214722,458706690,467295842,468320290127,0,"8:30"
512,4291928472,1003408592,3288519880,76.621,9134616.000,2716019.500,38000002560.000,11298641120.000,501704296000,4567308000.000,1358009750.000,36538464000.000,10864078000.000,36538464.000,10864078.000,36538.464,10864.078,9240644,214722,458706690,467295842,470320290555,0,"8:32"
514,4310197704,1008912912,3301284792,76.592,9134616.000,2752160.000,38000002560.000,11448985600.000,504456456000,4567308000.000,1376080000.000,36538464000.000,11008640000.000,36538464.000,11008640.000,36538.464,11008.640,9229303,214722,458706690,467295842,472320290532,0,"8:34"
516,4328466936,1014243414,3314223522,76.568,9134616.000,2665251.000,38000002560.000,11087444160.000,507121707000,4567308000.000,1332625500.000,36538464000.000,10661004000.000,36538464.000,10661004.000,36538.464,10661.004,9219649,214722,458706690,467295842,474320289977,0,"8:36"
518,4346736168,1019709723,3327026445,76.541,9134616.000,2733154.500,38000002560.000,11369922720.000,509854861500,4567308000.000,1366577250.000,36538464000.000,10932618000.000,36538464.000,10932618.000,36538.464,10932.618,9208884,214722,458706690,467295842,476320290165,0,"8:38"
520,4365005396,1025076229,3339929167,76.516,9134614.000,2683253.000,37999994240.000,11162332480.000,512538114500,4567307000.000,1341626500.000,36538456000.000,10733012000.000,36538456.000,10733012.000,36538.456,10733.012,9199131,214722,458706690,467295842,478320290310,0,"8:40"
522,4383274628,1030482531,3352792097,76.491,9134616.000,2703151.000,38000002560.000,11245108160.000,515241265500,4567308000.000,1351575500.000,36538464000.000,10812604000.000,36538464.000,10812604.000,36538.464,10812.604,9189119,214722,458706690,467295842,480320290297,0,"8:42"
524,4401543860,1035868607,3365675253,76.466,9134616.000,2693038.000,38000002560.000,11203038080.000,517934303500,4567308000.000,1346519000.000,36538464000.000,10772152000.000,36538464.000,10772152.000,36538.464,10772.152,9179392,214722,458706690,467295842,482320290365,0,"8:44"
526,4419813092,1041234363,3378578729,76.442,9134616.000,2682878.000,38000002560.000,11160772480.000,520617181500,4567308000.000,1341439000.000,36538464000.000,10731512000.000,36538464.000,10731512.000,36538.464,10731.512,9169944,214722,458706690,467295842,484320290497,0,"8:46"
528,4438082324,1046672280,3391410044,76.416,9134616.000,2718958.500,38000002560.000,11310867360.000,523336140000,4567308000.000,1359479250.000,36538464000.000,10875834000.000,36538464.000,10875834.000,36538.464,10875.834,9159957,214722,458706690,467295842,486320290570,0,"8:48"
530,4456351552,1052096087,3404255465,76.391,9134614.000,2711903.500,37999994240.000,11281518560.000,526048043500,4567307000.000,1355951750.000,36538456000.000,10847614000.000,36538456.000,10847614.000,36538.456,10847.614,9150235,214722,458706690,467295842,488320290185,0,"8:50"
532,4474620784,1057417188,3417203596,76.369,9134616.000,2660550.500,38000002560.000,11067890080.000,528708594000,4567308000.000,1330275250.000,36538464000.000,10642202000.000,36538464.000,10642202.000,36538.464,10642.202,9141455,214722,458706690,467295842,490320289992,0,"8:52"
534,4492890016,1062833227,3430056789,76.344,9134616.000,2708019.500,38000002560.000,11265361120.000,531416613500,4567308000.000,1354009750.000,36538464000.000,10832078000.000,36538464.000,10832078.000,36538.464,10832.078,9131971,214722,458706690,467295842,492320289832,0,"8:54"
536,4511159248,1068241996,3442917252,76.320,9134616.000,2704384.500,38000002560.000,11250239520.000,534120998000,4567308000.000,1352192250.000,36538464000.000,10817538000.000,36538464.000,10817538.000,36538.464,10817.538,9122631,214722,458706690,467295842,494320290537,0,"8:56"
538,4529428480,1073596804,3455831676,76.297,9134616.000,2677404.000,38000002560.000,11138000640.000,536798402000,4567308000.000,1338702000.000,36538464000.000,10709616000.000,36538464.000,10709616.000,36538.464,10709.616,9113847,214722,458706690,467295842,496320290235,0,"8:58"
540,4547697708,1079017992,3468679716,76.273,9134614.000,2710594.000,37999994240.000,11276071040.000,539508996000,4567307000.000,1355297000.000,36538456000.000,10842376000.000,36538456.000,10842376.000,36538.456,10842.376,9104587,214722,458706690,467295842,498320290542,0,"9:00"
542,4565966940,1084323827,3481643113,76.252,9134616.000,2652917.500,38000002560.000,11036136800.000,542161913500,4567308000.000,1326458750.000,36538464000.000,10611670000.000,36538464.000,10611670.000,36538.464,10611.670,9096385,214722,458706690,467295842,500320290460,0,"9:02"
544,4584236172,1089762772,3494473400,76.228,9134616.000,2719472.500,38000002560.000,11313005600.000,544881386000,4567308000.000,1359736250.000,36538464000.000,10877890000.000,36538464.000,10877890.000,36538.464,10877.890,9087156,214722,458706690,467295842,502320290302,0,"9:04"
546,4602505404,1095172747,3507332657,76.205,9134616.000,2704987.500,38000002560.000,11252748000.000,547586373500,4567308000.000,1352493750.000,36538464000.000,10819950000.000,36538464.000,10819950.000,36538.464,10819.950,9078260,214722,458706690,467295842,504320289712,0,"9:06"
548,4620774636,1100653415,3520121221,76.180,9134616.000,2740334.000,38000002560.000,11399789440.000,550326707500,4567308000.000,1370167000.000,36538464000.000,10961336000.000,36538464.000,10961336.000,36538.464,10961.336,9068869,214722,458706690,467295842,506320290215,0,"9:08"
550,4639043864,1106130524,3532913340,76.156,9134614.000,2738554.500,37999994240.000,11392386720.000,553065262000,4567307000.000,1369277250.000,36538456000.000,10954218000.000,36538456.000,10954218.000,36538.456,10954.218,9059598,214722,458706690,467295842,508320290242,0,"9:10"
552,4657313096,1111561419,3545751677,76.133,9134616.000,2715447.500,38000002560.000,11296261600.000,555780709500,4567308000.000,1357723750.000,36538464000.000,10861790000.000,36538464.000,10861790.000,36538.464,10861.790,9050801,214722,458706690,467295842,510320290367,0,"9:12"
554,4675582328,1117041941,3558540387,76.109,9134616.000,2740261.000,38000002560.000,11399485760.000,558520970500,4567308000.000,1370130500.000,36538464000.000,10961044000.000,36538464.000,10961044.000,36538.464,10961.044,9041682,214722,458706690,467295842,512320289955,0,"9:14"
556,4693851560,1122469732,3571381828,76.086,9134616.000,2713895.500,38000002560.000,11289805280.000,561234866000,4567308000.000,1356947750.000,36538464000.000,10855582000.000,36538464.000,10855582.000,36538.464,10855.582,9033070,214722,458706690,467295842,514320290310,0,"9:16"
558,4712120792,1127810014,3584310778,76.066,9134616.000,2670141.000,38000002560.000,11107786560.000,563905007000,4567308000.000,1335070500.000,36538464000.000,10680564000.000,36538464.000,10680564.000,36538.464,10680.564,9025249,214722,458706690,467295842,516320290057,0,"9:18"
560,4730390020,1133231681,3597158339,76.044,9134614.000,2710833.500,37999994240.000,11277067360.000,566615840500,4567307000.000,1355416750.000,36538456000.000,10843334000.000,36538456.000,10843334.000,36538.456,10843.334,9016839,214722,458706690,467295842,518320290285,0,"9:20"
562,4748659252,1138679292,3609979960,76.021,9134616.000,2723805.500,38000002560.000,11331030880.000,569339646000,4567308000.000,1361902750.000,36538464000.000,10895222000.000,36538464.000,10895222.000,36538.464,10895.222,9008331,214722,458706690,467295842,520320290467,0,"9:22"
564,4766928484,1144112315,3622816169,75.999,9134616.000,2716511.500,38000002560.000,11300687840.000,572056157500,4567308000.000,1358255750.000,36538464000.000,10866046000.000,36538464.000,10866046.000,36538.464,10866.046,9000006,214722,458706690,467295842,522320290317,0,"9:24"
566,4785197716,1149572994,3635624722,75.976,9134616.000,2730339.500,38000002560.000,11358212320.000,574786497000,4567308000.000,1365169750.000,36538464000.000,10921358000.000,36538464.000,10921358.000,36538.464,10921.358,8991542,214722,458706690,467295842,524320290522,0,"9:26"
568,4803466948,1154994337,3648472611,75.955,9134616.000,2710671.500,38000002560.000,11276393440.000,577497168500,4567308000.000,1355335750.000,36538464000.000,10842686000.000,36538464.000,10842686.000,36538.464,10842.686,8983465,214722,458706690,467295842,526320290502,0,"9:28"
570,4821736176,1160340467,3661395709,75.935,9134614.000,2673065.000,37999994240.000,11119950400.000,580170233500,4567307000.000,1336532500.000,36538456000.000,10692260000.000,36538456.000,10692260.000,36538.456,10692.260,8976045,214722,458706690,467295842,528320290057,0,"9:30"
572,4840005408,1165779944,3674225464,75.914,9134616.000,2719738.500,38000002560.000,11314112160.000,582889972000,4567308000.000,1359869250.000,36538464000.000,10878954000.000,36538464.000,10878954.000,36538.464,10878.954,8967969,214722,458706690,467295842,530320290132,0,"9:32"
574,4858274640,1171255510,3687019130,75.892,9134616.000,2737783.000,38000002560.000,11389177280.000,585627755000,4567308000.000,1368891500.000,36538464000.000,10951132000.000,36538464.000,10951132.000,36538.464,10951.132,8959747,214722,458706690,467295842,532320290397,0,"9:34"
576,4876543872,1176645151,3699898721,75.871,9134616.000,2694820.500,38000002560.000,11210453280.000,588322575500,4567308000.000,1347410250.000,36538464000.000,10779282000.000,36538464.000,10779282.000,36538.464,10779.282,8952205,214722,458706690,467295842,534320290005,0,"9:36"
578,4894813104,1182044243,3712768861,75.851,9134616.000,2699546.000,38000002560.000,11230111360.000,591022121500,4567308000.000,1349773000.000,36538464000.000,10798184000.000,36538464.000,10798184.000,36538.464,10798.184,8944661,214722,458706690,467295842,536320290452,0,"9:38"
580,4913082332,1187397467,3725684865,75.832,9134614.000,2676612.000,37999994240.000,11134705920.000,593698733500,4567307000.000,1338306000.000,36538456000.000,10706448000.000,36538456.000,10706448.000,36538.456,10706.448,8937531,214722,458706690,467295842,538320290282,0,"9:40"
582,4931351564,1192908395,3738443169,75.810,9134616.000,2755464.000,38000002560.000,11462730240.000,596454197500,4567308000.000,1377732000.000,36538464000.000,11021856000.000,36538464.000,11021856.000,36538.464,11021.856,8929286,214722,458706690,467295842,540320290505,0,"9:42"
584,4949620796,1198288189,3751332607,75.790,9134616.000,2689897.000,38000002560.000,11189971520.000,599144094500,4567308000.000,1344948500.000,36538464000.000,10759588000.000,36538464.000,10759588.000,36538.464,10759.588,8922091,214722,458706690,467295842,542320290367,0,"9:44"
586,4967890028,1203674709,3764215319,75.771,9134616.000,2693260.000,38000002560.000,11203961600.000,601837354500,4567308000.000,1346630000.000,36538464000.000,10773040000.000,36538464.000,10773040.000,36538.464,10773.040,8914915,214722,458706690,467295842,544320289997,0,"9:46"
588,4986159260,1209114777,3777044483,75.751,9134616.000,2720034.000,38000002560.000,11315341440.000,604557388500,4567308000.000,1360017000.000,36538464000.000,10880136000.000,36538464.000,10880136.000,36538.464,10880.136,8907392,214722,458706690,467295842,546320290432,0,"9:48"
590,5004428488,1214503307,3789925181,75.731,9134614.000,2694265.000,37999994240.000,11208142400.000,607251653500,4567307000.000,1347132500.000,36538456000.000,10777060000.000,36538456.000,10777060.000,36538.456,10777.060,8900336,214722,458706690,467295842,548320290230,0,"9:50"
592,5022697720,1219878993,3802818727,75.713,9134616.000,2687843.000,38000002560.000,11181426880.000,609939496500,4567308000.000,1343921500.000,36538464000.000,10751372000.000,36538464.000,10751372.000,36538.464,10751.372,8893428,214722,458706690,467295842,550320290552,0,"9:52"
